644,559,719,563,715,650,640,646,Indicator_2
318,541,394,532,403,606,327,615,Manhole
916,337,981,349,969,412,904,400,Or_Gate
1128,872,1181,875,1177,931,1124,928,On_Local_Control_Pane
482,523,553,509,573,616,502,630,Turbine_Meter
953,845,1053,861,1034,976,934,960,Vortex_Sensor
1193,434,1284,450,1268,543,1177,527,Correcting_Element
1570,77,1686,96,1667,212,1551,193,Wedge_Meter
1408,548,1549,538,1559,669,1418,679,Or_Gate
1119,99,1242,91,1248,182,1125,190,Computer_Indicator
1734,156,1844,184,1823,265,1713,237,Flowmeter
306,352,418,361,409,467,297,458,Flow_Indicator
945,484,1075,486,1072,609,942,607,Wedge_Meter
324,887,370,875,383,924,337,936,Pitot_Tube
719,222,818,197,846,311,747,336,Pitot_Tube
1759,632,1811,627,1816,669,1764,674,Vortex_Sensor
