1307,597,1391,593,1396,706,1312,710,Flowmeter
420,135,511,147,499,240,408,228,Level_Meter
121,353,230,339,242,428,133,442,Or_Gate
693,515,788,508,794,588,699,595,Transducer
532,275,653,299,635,392,514,368,Computer
798,205,881,188,897,266,814,283,Or_Gate
1769,748,1832,741,1836,783,1773,790,Diaphram_Meter
233,791,273,784,284,852,244,859,Quick_Change
1598,102,1728,113,1717,245,1587,234,V-cone_Meter
1065,319,1204,302,1220,436,1081,453,Transducer
964,668,1005,667,1007,727,966,728,Odometer
1056,569,1119,559,1127,610,1064,620,Weir_Meter
582,55,635,61,625,148,572,142,Venturi
311,335,427,310,450,416,334,441,Behind_a_Local_Control
1660,382,1800,388,1795,509,1655,503,Coriolis_Flow_Sensor
561,716,670,700,686,807,577,823,On_Central_Control
