1362,433,1422,442,1413,504,1353,495,Indicator_3
133,176,256,188,250,247,127,235,Venturi
247,902,384,866,418,997,281,1033,And_Gate
1171,813,1256,807,1266,946,1181,952,Pressure_Gauge
1203,490,1308,503,1296,605,1191,592,Behind_Control
375,210,437,199,446,247,384,258,Shared_Indicator
74,550,184,553,181,655,71,652,Specialty_Item
1565,954,1631,942,1644,1009,1578,1021,Flow_Transmitter
1484,459,1573,477,1557,556,1468,538,Level_Transmitter
1748,786,1836,802,1819,895,1731,879,Flume_Meter
701,732,755,731,756,781,702,782,Or_Gate
