1343,163,1403,178,1394,214,1334,199,Double
391,828,459,827,460,887,392,888,Pressure_Indicator
800,918,928,890,953,1001,825,1029,Diamond
606,456,652,468,639,519,593,507,Manhole
153,139,225,146,218,220,146,213,Displayed_Configurable
654,160,755,165,751,255,650,250,On_Local_Control_Pane
1686,937,1759,940,1755,1014,1682,1011,And_Gate
1151,411,1232,432,1202,548,1121,527,Rotometer
477,281,538,292,526,354,465,343,Level_Recorder
1576,116,1654,127,1647,175,1569,164,Flow_Nozzle_Meter
369,163,443,174,434,232,360,221,Computer_Indicator
102,769,161,766,163,826,104,829,Coriolis_Flow_Sensor
1636,817,1732,804,1743,888,1647,901,Behind_a_Local_Control
