417,802,523,775,546,871,440,898,Flow_Controller
1689,128,1784,106,1804,191,1709,213,Pitot_Tube_Type_Flow
1154,778,1236,797,1217,877,1135,858,Behind_Control
694,597,796,611,783,702,681,688,Programmable_Indicator
266,850,343,845,347,913,270,918,Behind_a_Local_Control
1539,701,1593,715,1580,764,1526,750,Coriolis_Flow_Sensor
1377,371,1434,358,1448,420,1391,433,Flow_Indicator
1382,907,1435,913,1429,964,1376,958,Level_Transmitter
877,355,988,378,962,502,851,479,Diamond
567,591,635,585,642,658,574,664,Averaging_Pitot_Tube
226,285,352,252,387,384,261,417,Shared_Indicator
1695,900,1816,880,1836,997,1715,1017,Coriolis_Flow_Sensor
459,184,579,206,558,315,438,293,Indicator_3
1074,545,1183,516,1205,598,1096,627,Magnetic
1192,665,1250,670,1245,728,1187,723,Wedge_Meter
