1118,527,1234,556,1215,634,1099,605,Computer
1494,401,1600,394,1605,490,1499,497,Indicator
109,159,242,171,228,318,95,306,V-cone_Meter
909,690,1015,693,1012,793,906,790,On_Central_Control
632,626,774,592,805,723,663,757,Pressure_Controller
1676,833,1798,831,1799,948,1677,950,Behind_Control
1110,678,1211,684,1205,795,1104,789,Sampler
1459,655,1597,671,1584,782,1446,766,Level_Controller
1288,440,1386,454,1369,579,1271,565,Computer
467,678,521,681,518,733,464,730,Coriolis_Flow_Sensor
380,124,487,123,489,225,382,226,Transducer
843,277,911,281,908,322,840,318,Venturi
142,395,284,369,307,494,165,520,Behind_a_Local_Control
985,345,1121,336,1128,448,992,457,Steam_Traced
1229,151,1307,142,1318,238,1240,247,Transducer
