1718,116,1857,116,1857,265,1718,265,Or_Gate
698,896,789,912,771,1011,680,995,Computer_Indicator
178,755,311,753,313,892,180,894,Flow_Controller
882,397,988,392,991,458,885,463,Rotometer
842,883,965,891,957,1026,834,1018,Indicator_2
1633,905,1730,928,1714,996,1617,973,Rotary_Meter
1079,827,1223,837,1214,976,1070,966,Shared_Indicator
1811,605,1859,604,1860,656,1812,657,Shared_Indicator_2
724,480,796,476,801,549,729,553,Shared_Indicator
402,605,511,622,497,716,388,699,Manhole
1019,641,1091,628,1106,706,1034,719,Indicator_5
490,161,540,157,543,206,493,210,Ultrasonic_Meter
484,346,551,356,537,453,470,443,Indicator_2
1551,85,1642,94,1634,176,1543,167,Correcting_Element
1407,385,1487,371,1502,456,1422,470,Analyzer_Transmitter
247,579,308,577,310,638,249,640,Level_Indicator
