1066,152,1135,152,1135,211,1066,211,Flume_Meter
116,940,174,950,163,1007,105,997,Ultrasonic_Meter
1083,902,1221,871,1246,983,1108,1014,Manhole
858,339,982,327,993,444,869,456,Programmable_Indicator
1213,722,1342,693,1372,829,1243,858,Flume_Meter
1507,234,1637,257,1618,369,1488,346,Level_Transmitter
235,557,318,573,302,652,219,636,Pressure_Recording
635,857,718,850,724,924,641,931,Sampler
1733,149,1865,162,1854,274,1722,261,Flowmeter
330,821,461,852,431,976,300,945,Steam_Traced
1484,72,1603,98,1579,207,1460,181,Level_Indicator
710,311,780,294,797,366,727,383,Socket_Connection
60,220,149,233,135,331,46,318,Wedge_Meter
549,135,651,138,648,244,546,241,Level_Indicator
