565,263,652,269,646,364,559,358,Shared_Indicator
1696,705,1804,728,1779,848,1671,825,Indicator_3
1231,224,1373,255,1346,381,1204,350,Level_Alarm
363,283,505,309,478,456,336,430,Flow_Element
913,902,1051,884,1068,1011,930,1029,Flow_Recorder
344,117,443,109,451,210,352,218,On_Central_Control
600,461,669,452,683,564,614,573,Rotometer
698,671,828,656,837,736,707,751,Unit_Control_Panel
149,118,224,116,226,179,151,181,Computer_Indicator
432,540,476,542,475,597,431,595,Wedge_Meter
1770,342,1809,335,1821,399,1782,406,Pressure_Gauge
