462,503,534,515,525,572,453,560,Not_Gate
1395,696,1530,700,1526,821,1391,817,Manhole
1188,432,1335,416,1351,565,1204,581,Shared_Indicator
1109,833,1165,832,1166,870,1110,871,Unit_Control_Panel
595,464,697,463,698,553,596,554,Manhole
1686,669,1819,660,1827,774,1694,783,Or_Gate
341,601,394,614,382,662,329,649,Computer_Indicator
758,499,879,500,879,574,758,573,Rotometer
560,783,674,798,655,930,541,915,Specialty_Item
950,333,1055,357,1023,496,918,472,Flow_Indicator
1716,934,1815,910,1841,1015,1742,1039,Shared_Indicator_2
215,126,267,135,258,191,206,182,Level_Meter
391,384,453,382,454,421,392,423,Rotary_Meter
1573,401,1670,398,1674,484,1577,487,Flow_Recorder
1734,91,1801,74,1815,128,1748,145,Weir_Meter
1263,621,1338,633,1324,718,1249,706,Pressure_Indicator
