534,882,681,897,667,1035,520,1020,Pressure_Transmitter
1422,931,1510,916,1523,992,1435,1007,Indicator_5
188,738,262,728,273,815,199,825,Specialty_Item
864,776,1000,768,1007,885,871,893,Weir_Meter
714,495,782,505,773,568,705,558,Manhole
1481,111,1582,120,1572,228,1471,219,Flow_Indicator
756,282,865,301,847,405,738,386,Specialty_Item
1249,637,1348,640,1344,738,1245,735,Flume_Meter
319,856,462,874,446,999,303,981,Indicator_5
1685,222,1762,219,1766,303,1689,306,Analyzer_Transmitter
1430,768,1540,744,1559,831,1449,855,Wedge_Meter
827,600,887,597,890,655,830,658,V-cone_Meter
473,141,527,128,540,182,486,195,Analyzer_Transmitter
224,250,300,267,281,351,205,334,Indicator
1665,519,1777,547,1752,648,1640,620,V-cone_Meter
392,323,514,348,485,492,363,467,Flow_Indicator
