1679,944,1743,927,1758,985,1694,1002,Ultrasonic_Meter
1067,110,1192,99,1202,211,1077,222,Level_Indicator
1472,634,1596,624,1605,731,1481,741,Averaging_Pitot_Tube
317,171,417,147,446,268,346,292,Manhole
385,591,466,605,446,724,365,710,Unit_Control_Panel
905,731,947,724,958,784,916,791,Level_Meter
592,373,692,376,689,480,589,477,Ultrasonic_Meter
1375,290,1493,280,1500,359,1382,369,Rotary_Meter
1249,712,1348,686,1374,789,1275,815,Specialty_Item
1110,253,1249,265,1237,402,1098,390,Diamond
668,879,748,897,737,946,657,928,Rotometer
806,188,932,209,913,321,787,300,Analyzer_Transmitter
1009,483,1153,460,1176,600,1032,623,Displayed_Programmable_Device
1089,760,1180,755,1184,839,1093,844,Level_Controller
