1785,91,1846,87,1850,156,1789,160,Pressure_Indicating
412,762,543,761,543,875,412,876,Pitot_Tube_Type_Flow
301,259,372,261,370,348,299,346,Socket_Connection
1698,227,1841,238,1831,368,1688,357,Vortex_Sensor
413,343,489,328,504,402,428,417,Diamond
874,203,909,200,913,266,878,269,Quick_Change
153,831,276,813,292,922,169,940,Coriolis_Flow_Sensor
1563,491,1633,485,1640,572,1570,578,Correcting_Element
1279,404,1364,395,1378,523,1293,532,Odometer
914,420,1026,421,1025,511,913,510,Correcting_Element
1451,596,1532,611,1518,691,1437,676,On_Central_Control
434,190,460,183,473,237,447,244,Venturi
1024,771,1137,774,1133,890,1020,887,On_Central_Control
