744,195,845,190,851,288,750,293,Level_Recorder
1692,692,1794,676,1803,731,1701,747,Diaphram_Meter
158,888,258,866,283,975,183,997,Pitot_Tube
284,374,395,393,379,489,268,470,Magnetic
226,204,358,208,355,321,223,317,Vortex_Sensor
445,115,560,119,556,224,441,220,Specialty_Item
621,435,745,421,758,532,634,546,Pressure_Indicating
1490,935,1594,918,1609,1018,1505,1035,Transducer
1235,449,1302,435,1314,494,1247,508,Level_Alarm
1148,223,1227,221,1231,338,1152,340,Quick_Change
1488,398,1553,398,1553,463,1488,463,Level_Controller
