746,792,816,792,816,864,746,864,Indicator_5
1345,617,1399,617,1399,665,1345,665,Averaging_Pitot_Tube
1704,523,1836,523,1836,648,1704,648,Pressure_Recording
1114,150,1194,150,1194,229,1114,229,Pitot_Tube
377,72,425,72,425,135,377,135,Flowmeter
169,400,295,400,295,485,169,485,Unit_Control_Panel
1487,714,1622,714,1622,846,1487,846,Coriolis_Flow_Sensor
1691,197,1819,197,1819,318,1691,318,Pressure_Recording
708,319,851,319,851,460,708,460,Diamond
270,741,411,741,411,885,270,885,And_Gate
540,842,606,842,606,883,540,883,Rotary_Meter
1226,830,1366,830,1366,957,1226,957,Indicator
1474,353,1591,353,1591,465,1474,465,Ultrasonic_Meter
1024,552,1091,552,1091,611,1024,611,Averaging_Pitot_Tube
1376,91,1526,91,1526,239,1376,239,Shared_Indicator
412,247,545,247,545,384,412,384,Pressure_Indicating
