1126,211,1185,211,1185,272,1126,272,Displayed_Configurable
1662,711,1728,711,1728,777,1662,777,Wedge_Meter
1540,459,1662,459,1662,583,1540,583,And_Gate
1365,473,1440,473,1440,549,1365,549,Flow_Controller
908,768,978,768,978,840,908,840,On_Central_Control
744,786,830,786,830,870,744,870,Diamond
542,796,603,796,603,860,542,860,Pressure_Recorder
968,422,1114,422,1114,568,968,568,Level_Controller
230,368,321,368,321,453,230,453,Pressure_Transmitter
753,318,888,318,888,437,753,437,On_Local_Control_Pane
186,774,304,774,304,891,186,891,Diamond
338,578,459,578,459,685,338,685,Manhole
843,105,929,105,929,188,843,188,Displayed_Programmable_Device
287,118,363,118,363,236,287,236,Quick_Change
536,172,670,172,670,300,536,300,Flow_Element
1299,802,1367,802,1367,863,1299,863,Correcting_Element
