101,349,159,353,156,396,98,392,Sampler
1483,464,1603,480,1588,593,1468,577,Shared_Indicator_2
1434,736,1486,728,1491,759,1439,767,Computer
241,410,369,443,338,563,210,530,Indicator_5
976,720,1099,735,1085,847,962,832,Steam_Traced
1152,791,1258,775,1271,866,1165,882,Behind_a_Local_Control
68,830,129,828,131,865,70,867,Flow_Nozzle_Meter
819,436,934,445,924,571,809,562,Or_Gate
1217,385,1268,396,1258,446,1207,435,Computer_Indicator
342,127,459,132,453,276,336,271,Flume_Meter
901,135,955,133,956,180,902,182,Or_Gate
380,796,521,794,523,937,382,939,Indicator
1479,866,1565,885,1548,959,1462,940,Averaging_Pitot_Tube
1594,733,1681,749,1667,824,1580,808,Lever_Gauge
