1763,407,1817,407,1817,463,1763,463,On_Central_Control
288,158,366,158,366,233,288,233,Ultrasonic_Meter
1194,412,1311,412,1311,528,1194,528,Shared_Indicator
863,672,915,672,915,719,863,719,Indicator
1324,944,1377,944,1377,996,1324,996,Steam_Traced
115,217,183,217,183,278,115,278,Vortex_Sensor
727,420,849,420,849,530,727,530,Flow_Recorder
1695,145,1838,145,1838,286,1695,286,Diamond
1285,264,1411,264,1411,344,1285,344,Turbine_Meter
215,564,275,564,275,652,215,652,Pressure_Gauge
1548,811,1695,811,1695,901,1548,901,Flow_Nozzle_Meter
