615,415,657,415,657,482,615,482,Quick_Change
114,95,175,95,175,149,114,149,Averaging_Pitot_Tube
1725,240,1841,240,1841,355,1725,355,Shared_Indicator
265,424,333,424,333,484,265,484,Averaging_Pitot_Tube
1391,317,1509,317,1509,386,1391,386,Double
1035,484,1131,484,1131,569,1035,569,Averaging_Pitot_Tube
122,750,194,750,194,785,122,785,Venturi
890,889,1022,889,1022,966,890,966,Double
1213,125,1268,125,1268,173,1213,173,Behind_a_Local_Control
650,792,785,792,785,933,650,933,Pressure_Recorder
893,717,965,717,965,787,893,787,Coriolis_Flow_Sensor
1179,799,1318,799,1318,941,1179,941,Analyzer_Transmitter
1112,316,1180,316,1180,386,1112,386,On_Central_Control
405,101,510,101,510,208,405,208,Flow_Controller
666,116,800,116,800,199,666,199,Rotary_Meter
777,280,853,280,853,347,777,347,Averaging_Pitot_Tube
1667,720,1767,720,1767,820,1667,820,Programmable_Indicator
1247,511,1389,511,1389,656,1247,656,Indicator_3
