407,829,513,829,513,951,407,951,Indicator_2
1376,548,1504,548,1504,679,1376,679,Analyzer_Transmitter
1004,707,1064,707,1064,760,1004,760,Pressure_Indicator
907,358,1025,358,1025,426,907,426,Diaphram_Meter
1675,227,1810,227,1810,349,1675,349,Correcting_Element
1597,786,1723,786,1723,927,1597,927,Not_Gate
1376,762,1484,762,1484,864,1376,864,V-cone_Meter
130,161,244,161,244,289,130,289,Averaging_Pitot_Tube
173,469,255,469,255,542,173,542,Averaging_Pitot_Tube
528,570,627,570,627,657,528,657,Manhole
961,493,1057,493,1057,602,961,602,Pressure_Indicator
600,199,656,199,656,231,600,231,Double
1239,404,1301,404,1301,463,1239,463,Or_Gate
521,321,629,321,629,425,521,425,Ultrasonic_Meter
1401,195,1526,195,1526,273,1401,273,Rotary_Meter
989,898,1034,898,1034,962,989,962,Odometer
687,866,780,866,780,923,687,923,Flow_Nozzle_Meter
155,828,265,828,265,931,155,931,Computer_Indicator
812,643,868,643,868,696,812,696,Flow_Element
1215,262,1279,262,1279,328,1215,328,On_Central_Control
