415,352,479,352,479,418,415,418,Indicator_5
857,272,969,272,969,386,857,386,Analyzer_Transmitter
1314,654,1410,654,1410,706,1314,706,Pressure_Gauges
1572,403,1625,403,1625,436,1572,436,Turbine_Meter
1212,265,1306,265,1306,361,1212,361,On_Central_Control
1605,895,1657,895,1657,972,1605,972,Pressure_Gauge
463,172,535,172,535,241,463,241,Or_Gate
925,801,1035,801,1035,871,925,871,Turbine_Meter
1034,567,1181,567,1181,698,1034,698,Averaging_Pitot_Tube
187,313,242,313,242,399,187,399,Quick_Change
752,493,861,493,861,587,752,587,Weir_Meter
403,603,514,603,514,671,403,671,Flow_Nozzle_Meter
103,722,235,722,235,841,103,841,Flow_Recorder
721,170,785,170,785,225,721,225,Weir_Meter
1590,713,1720,713,1720,777,1590,777,Venturi
351,918,406,918,406,950,351,950,Diaphram_Meter
322,135,394,135,394,204,322,204,Behind_Control
625,836,729,836,729,906,625,906,Unit_Control_Panel
1373,884,1424,884,1424,932,1373,932,Sampler
1697,526,1825,526,1825,601,1697,601,Double
