1138,690,1261,690,1261,792,1138,792,Socket_Connection
814,152,901,152,901,229,814,229,Averaging_Pitot_Tube
153,574,281,574,281,708,153,708,Specialty_Item
1632,139,1745,139,1745,250,1632,250,Displayed_Programmable_Device
1516,743,1621,743,1621,848,1516,848,Programmable_Indicator
1222,147,1349,147,1349,273,1222,273,Pitot_Tube
651,669,728,669,728,739,651,739,Correcting_Element
1461,325,1559,325,1559,430,1461,430,Shared_Indicator_2
1606,588,1678,588,1678,662,1606,662,Displayed_Configurable
260,310,371,310,371,421,260,421,Wedge_Meter
572,135,713,135,713,271,572,271,Ultrasonic_Meter
869,813,988,813,988,930,869,930,Coriolis_Flow_Sensor
647,510,719,510,719,552,647,552,Double
1378,584,1478,584,1478,666,1378,666,Socket_Connection
1277,873,1394,873,1394,995,1277,995,Specialty_Item
1730,778,1825,778,1825,866,1730,866,Lever_Gauge
381,792,427,792,427,845,381,845,Indicator_2
973,481,1053,481,1053,563,973,563,Analyzer_Transmitter
