278,695,352,695,352,770,278,770,Flow_Transmitter
198,321,254,321,254,378,198,378,Indicator_5
1647,295,1710,295,1710,360,1647,360,Indicator_3
1479,884,1560,884,1560,1002,1479,1002,Pressure_Gauge
1162,470,1201,470,1201,526,1162,526,Odometer
720,215,866,215,866,355,720,355,Ultrasonic_Meter
1616,528,1707,528,1707,615,1616,615,Or_Gate
1033,257,1172,257,1172,380,1033,380,Pressure_Indicator
452,176,591,176,591,301,452,301,Magnetic
876,424,934,424,934,460,876,460,Rotary_Meter
1335,365,1402,365,1402,401,1335,401,Pressure_Gauges
1231,823,1324,823,1324,955,1231,955,Odometer
1495,111,1607,111,1607,176,1495,176,Double
501,494,602,494,602,581,501,581,Weir_Meter
