1206,197,1280,197,1280,242,1206,242,Rotometer
422,925,496,925,496,971,422,971,Rotary_Meter
1117,791,1227,791,1227,890,1117,890,Flow_Recorder
1004,232,1083,232,1083,280,1004,280,Flow_Nozzle_Meter
514,399,651,399,651,511,514,511,Socket_Connection
751,242,810,242,810,294,751,294,Averaging_Pitot_Tube
809,729,909,729,909,825,809,825,Transducer
1480,814,1617,814,1617,939,1480,939,Indicator
185,569,250,569,250,632,185,632,Level_Recorder
1102,478,1234,478,1234,607,1102,607,Level_Recorder
803,372,904,372,904,488,803,488,Indicator_2
1552,590,1612,590,1612,646,1552,646,Level_Indicator
677,835,728,835,728,890,677,890,Pressure_Transmitter
451,161,559,161,559,273,451,273,Specialty_Item
165,709,206,709,206,767,165,767,Odometer
1317,442,1417,442,1417,541,1317,541,Steam_Traced
239,393,290,393,290,446,239,446,Ultrasonic_Meter
