1136,836,1207,836,1207,902,1136,902,Lever_Gauge
1192,517,1262,517,1262,588,1192,588,Flow_Controller
803,959,867,959,867,994,803,994,Pressure_Gauges
1666,239,1726,239,1726,302,1666,302,Flow_Element
236,671,318,671,318,754,236,754,Flow_Transmitter
1459,951,1558,951,1558,1021,1459,1021,Odometer
1472,309,1600,309,1600,436,1472,436,Steam_Traced
1218,972,1268,972,1268,1020,1218,1020,Flow_Element
891,750,983,750,983,884,891,884,Pressure_Gauge
569,800,652,800,652,851,569,851,Rotometer
101,194,208,194,208,296,101,296,Transducer
1719,391,1780,391,1780,454,1719,454,Indicator_5
750,279,864,279,864,389,750,389,Behind_Control
1583,569,1635,569,1635,623,1583,623,Displayed_Configurable
1121,656,1189,656,1189,714,1121,714,Weir_Meter
