590,923,664,923,664,993,590,993,Sampler
392,484,495,484,495,583,392,583,Specialty_Item
852,312,963,312,963,418,852,418,Transducer
1373,879,1419,879,1419,946,1373,946,Pressure_Gauge
1234,325,1300,325,1300,363,1234,363,Diaphram_Meter
1566,589,1714,589,1714,722,1566,722,Flow_Recorder
1474,166,1586,166,1586,275,1474,275,Displayed_Programmable_Device
1351,512,1453,512,1453,612,1351,612,Level_Recorder
830,165,891,165,891,225,830,225,Pitot_Tube
764,605,848,605,848,689,764,689,Programmable_Indicator
369,215,436,215,436,285,369,285,Ultrasonic_Meter
288,776,432,776,432,914,288,914,Or_Gate
1030,498,1128,498,1128,586,1030,586,Level_Alarm
574,169,724,169,724,303,574,303,Averaging_Pitot_Tube
1311,170,1392,170,1392,217,1311,217,Double
1567,353,1651,353,1651,438,1567,438,Flow_Transmitter
1684,135,1815,135,1815,216,1684,216,Rotary_Meter
778,840,899,840,899,964,778,964,Pressure_Indicating
