345,599,445,599,445,688,345,688,Not_Gate
1491,113,1578,113,1578,160,1491,160,Pressure_Gauges
859,727,924,727,924,759,859,759,Venturi
931,332,1016,332,1016,412,931,412,V-cone_Meter
670,839,745,839,745,905,670,905,On_Local_Control_Pane
504,218,654,218,654,359,504,359,Level_Indicator
1327,447,1456,447,1456,576,1327,576,Level_Controller
1006,763,1049,763,1049,832,1006,832,Turbine_Meter
305,114,409,114,409,208,305,208,Vortex_Sensor
1730,872,1816,872,1816,1000,1730,1000,Computer
1309,879,1380,879,1380,951,1309,951,Flow_Transmitter
1386,720,1455,720,1455,786,1386,786,Ultrasonic_Meter
1118,386,1237,386,1237,509,1118,509,Pressure_Controller
218,310,324,310,324,375,218,375,Flow_Nozzle_Meter
515,57,567,57,567,103,515,103,Not_Gate
1762,63,1823,63,1823,117,1762,117,Level_Transmitter
1510,851,1633,851,1633,961,1510,961,Level_Alarm
