1660,716,1718,716,1718,775,1660,775,Flow_Transmitter
1161,618,1239,618,1239,689,1161,689,Vortex_Sensor
642,764,754,764,754,835,642,835,Turbine_Meter
1587,957,1638,957,1638,1007,1587,1007,Steam_Traced
1131,143,1216,143,1216,218,1131,218,Level_Alarm
310,426,454,426,454,568,310,568,Diamond
994,416,1120,416,1120,528,994,528,Level_Alarm
1555,506,1693,506,1693,643,1555,643,Pitot_Tube
792,165,886,165,886,249,792,249,Not_Gate
105,763,243,763,243,902,105,902,Flow_Transmitter
430,736,508,736,508,809,430,809,Sampler
1794,888,1864,888,1864,950,1794,950,Averaging_Pitot_Tube
777,409,905,409,905,534,777,534,Coriolis_Flow_Sensor
990,283,1023,283,1023,336,990,336,Quick_Change
1355,940,1448,940,1448,1024,1355,1024,Indicator
1334,421,1448,421,1448,532,1334,532,Coriolis_Flow_Sensor
1532,299,1640,299,1640,402,1532,402,Or_Gate
1399,124,1483,124,1483,198,1399,198,Pressure_Indicator
