371,143,435,143,435,209,371,209,Displayed_Configurable
838,936,896,936,896,983,838,983,Socket_Connection
1221,938,1282,938,1282,998,1221,998,Pitot_Tube
559,739,664,739,664,791,559,791,Venturi
181,121,260,121,260,192,181,192,Level_Transmitter
1548,215,1633,215,1633,298,1548,298,Coriolis_Flow_Sensor
357,650,472,650,472,751,357,751,Behind_a_Local_Control
1303,506,1383,506,1383,598,1303,598,Level_Meter
822,574,954,574,954,703,822,703,Level_Recorder
1495,560,1598,560,1598,658,1495,658,V-cone_Meter
627,330,721,330,721,413,627,413,Behind_a_Local_Control
829,160,944,160,944,281,829,281,Pressure_Recorder
1209,699,1295,699,1295,787,1209,787,Indicator_3
1041,456,1137,456,1137,548,1041,548,Or_Gate
1461,766,1590,766,1590,888,1461,888,V-cone_Meter
