1793,368,1850,368,1850,401,1793,401,Double
74,737,177,737,177,842,74,842,Indicator_3
1466,571,1540,571,1540,681,1466,681,Computer
953,330,1057,330,1057,424,953,424,Vortex_Sensor
1355,417,1411,417,1411,470,1355,470,Flow_Element
1130,539,1267,539,1267,676,1130,676,Level_Controller
711,345,821,345,821,453,711,453,Diamond
353,306,413,306,413,391,353,391,Odometer
1628,513,1683,513,1683,565,1628,565,V-cone_Meter
1198,423,1252,423,1252,452,1198,452,Pressure_Gauges
998,802,1121,802,1121,869,998,869,Pressure_Gauges
